SL No.,NDVI,LST,BURNED_AREA,1 Occurrence
799,0.475246,14044,4.5,0
800,0.583939,14882.88889,4.971014,0
801,0.479684,14490.19608,4.777778,0
802,0.570595,14718.14286,4.666667,0
803,0.506443,14078.91667,4.732463,0
804,0.623075,14741,5,0
805,0.607293,15070.93023,4.348837,1
806,0.490843,14675.78947,5,0
807,0.636089,14316,5,0
808,0.578944,14837.40171,5.382813,1
809,0.504656,14234,4.478261,0
810,0.508428,15213.14141,4.814029,0
811,0.559031,14215,5,0
812,0.598507,14834.025,4.348837,0
813,0.66698,15012.37912,4.815789,0
814,0.557821,14724.97753,4.722222,0
815,0.485886,14291.66667,4.98892,1
816,0.599489,14711.5,3,0
817,0.464954,14635.33962,4.811321,0
818,0.650259,14521.5,7,1
819,0.3435,14865.33333,5,0
820,0.700139,14530.36364,5,0
821,0.690175,14847.5665,4.98338,0
822,0.657174,14648.42857,4.692308,0
823,0.665832,14902,5,0
824,0.551964,14657.52964,5.044311,1
825,0.486634,14536.875,4.333333,0
826,0.522567,14776.5,4.428571,1
827,0.329875,14964.27273,5,0
828,0.610429,14597.37037,4.787234,0
829,0.41455,14174.875,4.5,0
830,0.541603,14482.28571,4.463768,0
831,0.519254,14615.92,5,0
832,0.587078,14726.38679,4.735849,0
833,0.523873,14667.33333,5,1
834,0.634151,14861,5,0
835,0.497872,14993.5,5,0
836,0.635704,15254.25,5,0
837,0.464543,14644.24888,4.735495,0
838,0.512674,14711.6,5,0
839,0.607559,14998.06897,3.827586,0
840,0.446716,14437,5,0
841,0.577146,14553.5,4,0
842,0.623853,14280.42857,4.913043,0
843,0.607123,14076,4.222222,0
844,0.567085,14541,5,0
845,0.480901,14937.70588,5,1
846,0.561629,14670.5,5,1
847,0.4765,15171.25,4,0
848,0.639806,14679.4,5,0
849,0.737729,14895,5,0
850,0.477828,14571.5,5,0
851,0.597231,14645.25455,4.864865,0
852,0.576391,14845.25352,4.887324,0
853,0.618951,14727.96296,5,0
854,0.569022,14886.63441,4.969574,1
855,0.377467,14916.33333,5,0
856,0.500058,14487,4.846154,0
857,0.455269,14331.61905,4.898551,1
858,0.582365,15078.34966,4.843373,1
859,0.555768,15100.2267,5.427966,1
860,0.558716,14798.6,4.846154,1
861,0.636775,14821.75,5,1
862,0.538249,14531.56,5,0
863,0.532194,14633,3,0
864,0.562096,15199.88696,4.385507,1
865,0.634244,14014.125,4.985801,0
866,0.684474,14443.79177,4.963489,0
867,0.472933,14929.75,4,1
868,0.619074,14399,3,0
869,0.561922,14834.6746,4.68254,0
870,0.420592,14607.65663,4.67561,0
871,0.506048,14642.5,5,0
872,0.549611,15222.81482,4.925926,0
873,0.576046,14755.5,5,0
874,0.592203,14332.51911,4.16055,0
875,0.677933,14938,5,0
876,0.592094,14934,5,1
877,0.557955,14680.56164,4.945946,0
878,0.523354,14681,4,0
879,0.465339,14230.4,5,0
880,0.624163,14917,5,0
881,0.582846,14551.04546,4.837838,0
882,0.478485,14373.94681,4.906467,1
883,0.618971,15022,5,0
884,0.603479,13938.09091,4.928571,0
885,0.536318,15015.58407,4.944444,0
886,0.542693,14321.15625,4.843137,0
887,0.586474,14590,5,0
888,0.570582,14590.23176,4.974576,0
889,0.607169,14669,5,0
890,0.421213,15420.66384,4.749247,1
891,0.644724,14444,5,0
892,0.202542,13862.5,5,0
893,0.6148,14043.35714,3.551724,0
894,0.615463,14582.2093,4.72093,0
895,0.599816,14974.57143,5.023256,1
896,0.736499,14804,5,0
897,0.639409,14601,5,0
898,0.43879,15208.23077,4.4,1
899,0.550642,14548,3.714286,0
900,0.610697,15071.66981,4.90566,0
901,0.643506,14545.5,5,0
902,0.652463,15005,5,0
903,0.575046,14442.78,4.862745,0
904,0.504575,14276.83607,4.920635,1
905,0.608144,14449.3,4.904762,0
906,0.499582,14554,4.852459,0
907,0.531782,14622.5,5,0
908,0.635198,14647,5,0
909,0.510022,13681,5,0
910,0.781723,14644,5,1
911,0.60981,14607.89254,4.304348,0
912,0.644606,14545,5,0
913,0.624578,14618,5,0
914,0.444479,14365.4,4.904762,0
915,0.58501,14408.60606,4.674419,0
916,0.554132,14674.5,5,0
917,0.461745,15119.82875,4.419355,0
918,0.625681,14913.33333,3,0
919,0.483041,14952.87713,4.559727,0
920,0.538968,14970,5,0
921,0.553835,14428.21053,5,0
922,0.696446,14426,5,0
923,0.507266,14997.11111,4.444444,1
924,0.52571,14454.83807,4.789261,0
925,0.115211,13774.5,4.888889,0
926,0.601972,14747.35714,4.809524,0
927,0.528161,14543.42857,5,0
928,0.538288,14199.5,4.6,0
929,0.640735,15013.07692,4.846154,0
930,0.433759,14490.77193,4.174312,0
931,0.737729,14895,5,0
932,0.455377,15152.87545,4.602439,0
933,0.716763,14318,4,0
934,0.518494,14522.16,5,0
935,0.546094,14802.75,5,0
936,0.549627,14390.5,4,0
937,0.616834,14865,5,0
938,0.69017,14395,4.117188,0
939,0.641024,14595.08219,4.72973,1
940,0.481273,14094.33333,4.388889,0
941,0.570972,14806.5,4,0
942,0.48392,14784.23333,5,1
943,0.494709,14878,5,0
944,0.687477,14561,3,0
945,0.493649,14172.53192,4.526917,0
946,0.470382,14840.44422,4.939148,0
947,0.509226,14811,5,1
948,0.527899,15355.82353,5,0
949,0.669665,13814.125,4.922921,0
950,0.638304,14349.5,4,0
951,0.648551,14481.68421,4.517065,0
952,0.482265,15145.34906,4.792453,1
953,0.46089,14800,4.541935,1
954,0.450221,13218,4.765012,0
955,0.493815,14928.9265,4.767918,0
956,0.61491,14821.66667,3,0
957,0.623532,14266,3,0
958,0.470658,14887.44444,4.95614,1
959,0.584666,14391,5,1
960,0.661367,14402,5,0
961,0.548635,14923.29565,5,1
962,0.623084,14408.91019,4.46789,0
963,0.725891,14188.5,3.5,0
964,0.665907,14616,5,0
965,0.486723,14859.70175,5,1
966,0.520774,13955,5,0
967,0.484558,14191.875,4.179299,0
968,0.515295,14369,5,0
969,0.612828,14693.94444,4.555556,0
970,0.586352,14801.58273,4.333333,0
971,0.611207,14372.17708,4.984431,1
972,0.470343,14916.10811,4.961219,1
973,0.641013,14663,5,0
974,0.416727,15233.14024,4.502439,0
975,0.486541,14529,4.898858,0
976,0.497164,13783.78261,4.018522,0
977,0.665285,15000,5,1
978,0.597083,14427.5,3,0
979,0.491077,14831,5,0
980,0.655361,14651,5,0
981,0.490122,15112.18421,5,1
982,0.589313,14193.33333,3,0
983,0.666944,14210.5,5,0
984,0.624578,14618,5,0
985,0.608168,14801.07895,5,0
986,0.472907,15389.72265,4.916339,1
987,0.477828,14571.5,5,0
988,0.69312,14369,5,0
989,0.528731,14768.38889,4.814208,0
990,0.641129,14329.5,3,0
991,0.6432,14457,5,0
992,0.606868,14337.5,5,0
993,0.503975,14660.12,5,0
994,0.571627,14413.51141,4.915169,0
995,0.46824,14488.86667,4.947262,0
996,0.444479,14365.4,4.904762,0
997,0.501604,14817.6875,4.375,0
998,0.657366,14645.75,4.964286,0
999,0.525904,14568.34211,5,0
1000,0.506221,14497.7549,4.869494,0
1001,0.461761,14928.8,5,0
1002,0.696458,14627.3,5,0
1003,0.030735,13799.77778,4.888889,0
1004,0.34462,14411.76923,4.625,0
1005,0.447359,14993.6,4.809524,1
1006,0.649476,15015.5,5,0
1007,0.417525,14750.1,5,0
1008,0.548635,14923.29565,5,1
1009,0.664733,15087.83333,5.5,1
1010,0.55408,14761.66667,4.962963,0
1011,0.640378,14459.98827,4.321739,0
1012,0.504005,14857,5,0
1013,0.594981,14314.30769,4.912281,0
1014,0.620955,14747.95775,4.414396,0
1015,0.603207,14985,5,0
1016,0.482647,14651.73684,7.341935,1
1017,0.549393,14974,5,1
1018,0.458425,14740.82819,4.945545,1
1019,0.534582,13723.66667,4.070013,0
1020,0.616065,14184.625,4.913043,0
1021,0.520689,14569.5,5,1
1022,0.656426,14395.5,3,0
1023,0.437598,15048,4.5,0
1024,0.655674,14406.44186,4.837838,1
1025,0.582378,14035.08333,4.444444,0
1026,0.493649,14172.53192,4.526917,0
1027,0.616107,14387.5,5,0
1028,0.540004,14742.91304,4.348837,1
1029,0.616222,14271.5,3,0
1030,0.699442,14673,5,0
1031,0.542693,14321.15625,4.843137,0
1032,0.572166,14040.24074,4.103448,0
1033,0.14337,13760.66667,4.888889,0
1034,0.571933,13907.25,4.905389,0
1035,0.620742,14531.25,5,0
1036,0.611207,14372.17708,4.984431,1
1037,0.500087,15088.57937,4.637681,1
1038,0.481053,14913.37541,4.736803,0
1039,0.506066,15166,5,0
1040,0.570595,14718.14286,4.666667,0
1041,0.594016,14583.5,5,0
1042,0.465048,14488.95122,4.99169,0
1043,0.628138,14900,5,0
1044,0.588105,14807.16667,5,0
1045,0.644606,14545,5,0
1046,0.690886,14389.33071,4.612903,0
1047,0.512512,14347.73333,4.956522,0
1048,0.590097,14968.48246,4.77193,0
1049,0.425979,14624.91429,4.982609,0
1050,0.435307,14361.33333,4.174194,1
1051,0.470202,14782,5,0
1052,0.449085,14678.42857,4.809524,0
1053,0.627486,14707.5,3,1
1054,0.546738,14431.44444,5,1
1055,0.60176,15549.24,5.774648,1
1056,0.511612,14947.79793,4.87602,0
1057,0.421562,15119.95138,4.706325,1
1058,0.67262,14486.84615,4.546875,0
1059,0.326281,15144.81818,5,0
1060,0.537474,14433,4.475362,1
1061,0.587901,14292.46667,4.940476,1
1062,0.505589,14328.72727,5,0
1063,0.692408,14786.27381,4.928571,1
1064,0.447475,14659.5,5,0
1065,0.253472,13690.52985,4.955224,0
1066,0.662241,14018.80645,4.804688,0
1067,0.580435,14196.60215,4.745283,0
1068,0.603152,14153.71429,4.406627,0
1069,0.432677,13877,3.901376,0
1070,0.506406,14661.91453,4.965812,0
1071,0.67366,14755,5,1
1072,0.506385,14087,4.809524,1
1073,0.587669,14749.06568,4.889831,0
1074,0.620987,14416.5,5,0
1075,0.41878,14555.27185,4.894342,1
1076,0.64782,15089,5,0
1077,0.467505,14749.93333,4.944598,1
1078,0.723668,14295,5,0
1079,0.58768,14845.91489,5.896175,1
1080,0.533634,14887.5,5,0
1081,0.477069,14475.5,5,0
1082,0.606868,14337.5,5,0
1083,0.468312,14870.33333,5,0
1084,0.477852,15155.96667,5,0
1085,0.564334,13927.33333,4.846154,0
1086,0.501868,14468,4.820755,1
1087,0.60712,14926,5,0
1088,0.372764,14012,4.583333,0
1089,0.69102,14221.5,3,0
1090,0.674814,14831.5,5,0
1091,0.49878,14935.74803,4.90625,1
1092,0.397542,14830.15385,4.901408,1
1093,0.555382,14697.33333,5,0
1094,0.62989,14486,5,0
1095,0.597672,14470.87379,4.943396,0
1096,0.536712,14726.5,5,0
1097,0.69813,13965.38636,4.525355,0
1098,0.689735,14324.05556,5,0
1099,0.501276,14483.45455,4.90625,0
1100,0.63663,14276.5,4.528302,0
1101,0.511337,14288,5,0
1102,0.557882,14028.32306,4.967494,0
1103,0.622957,14428.56529,4.71762,0
1104,0.604311,15014,5,1
1105,0.688899,14595.48148,4.962963,0
1106,0.56855,14367,4.896186,0
1107,0.554483,14349,4.071429,1
1108,0.077475,13557.4,4,0
1109,0.596391,14812.5,5,0
1110,0.630937,14534.51443,4.663173,0
1111,0.596198,14438.66667,3.8,0
1112,0.580911,15018.56863,4.686275,0
1113,0.552709,14306.76543,5,0
1114,0.528994,14390.5,5,0
1115,0.376133,14755.72727,4.94746,1
1116,0.478012,14893.9703,4.34633,0
1117,0.605019,15114,5,0
1118,0.581618,14664.29412,5,0
1119,0.632157,14869.82778,4.410203,1
1120,0.564981,15104,3.875,0
1121,0.46207,14576.68806,4.951287,0
1122,0.472741,14692.91282,4.948037,1
1123,0.511655,14475.68,5,0
1124,0.550389,15044.78571,4.142857,1
1125,0.578036,15143.33333,5,1
1126,0.692096,14930,5,0
1127,0.615228,14650.70536,4.661202,1
1128,0.51984,14724.45238,4.97619,0
1129,0.467017,14498.4,5,1
1130,0.396272,14332,4.382927,0
1131,0.625392,14394,3.5,0
1132,0.568334,15030.9,3.8,0
1133,0.633838,13700.26415,5,0
1134,0.566661,14105,4,0
1135,0.417121,14711.33333,4.170213,1
1136,0.505069,15001.67951,5.006085,1
1137,0.509491,14912.7907,5.178049,1
1138,0.498477,14425.33333,5,0
1139,0.543729,14958.85185,5,1
1140,0.630377,15215,5,0
1141,0.467278,14246.76471,4.415987,0
1142,0.578332,14748,5,0
1143,0.550893,15313,5,1
1144,0.605019,15114,5,0
1145,0.648347,14992.58432,4.151376,0
1146,0.725633,14300.61111,4.580645,0
1147,0.474243,14971.80165,4.789063,0
1148,0.494559,14739.76364,5,1
1149,0.552452,14493.33333,5,1
1150,0.586548,13800.5,3,0
1151,0.547465,14678.21212,5,0
1152,0.500087,15088.57937,4.637681,1
1153,0.48824,14457.8,4.6,0
1154,0.387273,15143.625,5,0
1155,0.485041,14458.38462,5,1
1156,0.6191,14285,5,0
1157,0.470202,14782,5,0
1158,0.598544,14884.5,5,0
1159,0.107733,13529,4,0
1160,0.631633,14280.5,4.660377,0
1161,0.730044,13723.04444,4.658065,0
1162,0.515752,14844.55263,4.894981,1
1163,0.497914,14665.04883,4.730832,0
1164,0.628228,14607,5,0
1165,0.462504,14656.7,5,0
1166,0.4779,14961.6129,4.802817,0
1167,0.622335,14758,5,0
1168,0.589333,14099.1,4.820755,0
1169,0.499933,14636,4.849057,1
1170,0.668928,14298,3,0
1171,0.517031,14526.46429,4.97619,0
1172,0.562096,15199.88696,4.385507,1
1173,0.565173,14262.6,5,0
1174,0.384223,15552.38508,4.472892,1
1175,0.562145,14954.37607,4.982906,0
1176,0.499511,15001.66667,5,0
1177,0.479741,14961.58716,4.789063,1
1178,0.479884,14958,5,0
1179,0.619163,14816,4,0
1180,0.547258,15142.40741,5,1
1181,0.437913,13348,4.678261,0
1182,0.623447,14749.29,4.773585,0
1183,0.521347,15031.8093,4.945727,0
1184,0.60577,14505,4.761905,0
1185,0.580336,14943.04046,4.92161,0
1186,0.547262,15176,4,0
1187,0.6587,14448.49351,4.112385,1
1188,0.512805,15091.68476,4.931485,0
1189,0.510724,14829,6.888889,1
1190,0.519254,14615.92,5,0
1191,0.644146,13736.18182,4.955375,0
1192,0.524486,14692.52632,4.365079,0
1193,0.62055,14750.11111,3.857143,0
1194,0.5132,13810.68237,4.310057,0
1195,0.611903,15032,5,0
1196,0.501196,14518.08,5,0
1197,0.572825,14291,5,0
1198,0.5725,14761,5,0
1199,0.403198,13801.08547,4.940171,0
1200,0.630035,14497.51191,4.97619,0
1201,0.516284,14349,4.606557,0
1202,0.519018,14631.90944,4.963327,0
1203,0.728544,14678.70882,4.432258,0
1204,0.633343,14154.88889,5,0
1205,0.596043,14738.5,5,0
1206,0.592078,14755,5,0
1207,0.594195,14455,5,0
1208,0.625877,14135.90909,5,0
1209,0.69807,14116.5,5,0
1210,0.626311,14865.61539,4,0
1211,0.533645,15090.85714,5,0
1212,0.431734,14142.7,4.433486,0
1213,0.485072,14430.375,4.627907,0
1214,0.53076,14505,4.933333,0
1215,0.604867,14608.8,5,0
1216,0.621186,14121.52632,4.913043,0
1217,0.540853,14771,5,1
1218,0.654341,14737.5,5,0
1219,0.441318,15142.93505,4.943713,1
1220,0.647185,14745.5,5,0
1221,0.342016,14495.14634,4.972286,1
1222,0.443484,14920.81126,4.690323,1
1223,0.552686,14455.88889,5,1
1224,0.639752,14227,4.933962,0
1225,0.41878,14555.27185,4.894342,1
1226,0.537299,14793.11765,5,0
1227,0.699307,14422.95455,5,0
1228,0.558637,14600.15,4.79235,0
1229,0.575046,14442.78,4.862745,0
1230,0.608144,14449.3,4.904762,0
1231,0.643826,14802.16406,4.78125,0
1232,0.566252,14502.28571,4.662162,0
1233,0.547632,14531,5,0
1234,0.539792,14932,5,0
1235,0.429273,14498.66667,5,0
1236,0.571781,14441.33333,3,0
1237,0.665907,14616,5,0
1238,0.443782,14564.23529,4.514634,0
1239,0.511289,14189.65714,4.613557,0
1240,0.427926,13930.5,4.791667,0
1241,0.537561,14593.97672,4.876644,1
1242,0.67171,14834,5,0
1243,0.519018,14631.90944,4.963327,0
1244,0.636726,14418.64407,4.928571,0
1245,0.646075,13921.35714,4.440443,0
1246,0.609419,14643.17042,4.828229,1
1247,0.499511,15001.66667,5,0
1248,0.64161,14523.33028,4.477064,0
1249,0.532227,14935,5,0
1250,0.033618,13743.14286,4.571429,0
1251,0.674904,14596,5,0
1252,0.590597,14774.09091,5,1
1253,0.429938,14680.00658,4.381777,0
1254,0.53212,15144.5,5,0
1255,0.594405,14811.82647,4.5,0
1256,0.753615,15078,5,0
1257,0.516805,14544.91177,5,1
1258,0.658705,14546,5,0
1259,0.50405,14589.76471,4.611746,0
1260,0.669665,13814.125,4.922921,0
1261,0.431734,14142.7,4.433486,0
1262,0.431869,14617.72523,4.486446,0
1263,0.567012,14602,3,0
1264,0.502517,14501.56343,5.061778,1
1265,0.456283,15436.75041,4.959217,1
1266,0.52779,14182.2,4.6,0
1267,0.493649,14172.53192,4.526917,0
1268,0.562626,14890.33333,3,0
1269,0.409487,14986.9079,4.970339,0
1270,0.137146,13878.2,5,0
1271,0.632962,14306.22222,4.056314,0
1272,0.485128,13776.16667,4.4,0
1273,0.605113,15044,5,0
1274,0.594981,14314.30769,4.912281,0
1275,0.60712,14926,5,0
1276,0.601725,14856.18182,5,0
1277,0.395032,14148,4,0
1278,0.608109,14914,5,0
1279,0.580253,15022.03659,4.697561,1
1280,0.589333,14099.1,4.820755,0
1281,0.554767,14725.44737,5,0
1282,0.516984,14396.75541,4.948614,0
1283,0.524506,14891,3,0
1284,0.669672,13818,5,0
1285,0.662968,14757,3,0
1286,0.607967,14394,4,1
1287,0.624238,14729,5,0
1288,0.376031,15365.22222,5,0
1289,0.613276,15134.66667,5,0
1290,0.559744,14610.76744,4.255814,0
1291,0.657438,14587.5,5,0
1292,0.669149,14740.58028,4.367742,0
1293,0.621308,14552,5,0
1294,0.595333,14590,5,0
1295,0.641129,14329.5,3,0
1296,0.645005,14932.6087,4.971014,0
1297,0.670221,14909,3,1
1298,0.421787,14592,5,0
1299,0.501975,14791,5,0
1300,0.59964,14178,5,1
1301,0.619105,14922,4.888889,0
1302,0.546486,14343,5,0
1303,0.545559,14113.41989,4.62439,0
1304,0.432677,13877,3.901376,0
1305,0.515379,14857.94444,4.888889,0
1306,0.52779,14182.2,4.6,0
1307,0.657081,15186,5,0
1308,0.605396,14892.43546,4.830189,1
1309,0.58449,14874.6775,4.908127,0
1310,0.484331,14693,4.914894,0
1311,0.497477,14154.58781,4.663415,0
1312,0.641013,14663,5,0
1313,0.466827,14480,5,0
1314,0.669184,14844.55952,6,1
1315,0.566529,14789.63132,4.903165,0
1316,0.611069,14687.48148,5,0
1317,0.658139,14793.62989,4.99446,0
1318,0.631504,15084,5,0
1319,0.646438,14899.38462,4.692308,0
1320,0.571915,15019.66177,5.094595,0
1321,0.75623,14591.5,5,1
1322,0.507238,14346.1,4.900489,0
1323,0.509491,14912.7907,5.178049,1
1324,0.61245,14685,5,1
1325,0.491819,13948.58407,4.796814,0
1326,0.636867,14363,5,0
1327,0.471562,14542.25756,4.935173,0
1328,0.557217,14244.40476,4.72093,0
1329,0.56985,13914,4.395349,0
1330,0.571093,14798.5,4.75,0
1331,0.645005,14932.6087,4.971014,0
1332,0.647157,14798.03766,4.556314,0
1333,0.652925,14820,5,0
1334,0.510788,15009.96667,5,0
1335,0.288298,14174.45455,4.375,0
1336,0.707864,14756,4,0
1337,0.483041,14952.87713,4.559727,0
1338,0.464733,14153.46667,5,0
1339,0.492228,14557.35473,4.933116,0
1340,0.527569,14881,3,0
1341,0.513625,14240.73333,4.880952,1
1342,0.087052,13137,3.944444,0
1343,0.624769,14717.94495,4.178899,0
1344,0.545497,15231.77049,4.759563,1
1345,0.673325,14567.83333,4.444444,0
1346,0.579125,14165,3,0
1347,0.502675,14996.47085,4.885965,1
1348,0.631031,14994,5,0
1349,0.491077,14831,5,0
1350,0.48392,14784.23333,5,1
1351,0.579401,14970.01613,4.887324,1
1352,0.605401,14846,5,0
1353,0.664165,14382.58065,4.445983,0
1354,0.509227,14788.57143,4.934747,0
1355,0.527329,14251.5,5,0
1356,0.538897,15021,5,0
1357,0.433514,14791.53822,4.756356,0
1358,0.631937,14818.73797,4.542922,1
1359,0.593917,15186.85507,4.884058,0
1360,0.447924,15261.0582,4.904661,0
1361,0.555819,14777.6,4.868852,0
1362,0.52571,14454.83807,4.789261,0
1363,0.40161,15224.83333,5,0
1364,0.476088,14273.68885,4.911909,0
1365,0.460831,15123.29017,4.987298,1
1366,0.672834,14626,5,0
1367,0.575399,15003.07143,3.571429,0
1368,0.618903,14724.75,3.857143,0
1369,0.484039,14392.5,5,0
1370,0.367357,14564.375,4.5,0
1371,0.592345,13823.86111,4.878378,0
1372,0.61489,14363,5,0
1373,0.576785,14763.64789,4.971831,1
1374,0.507127,14891.34483,3.758621,0
1375,0.443236,14502.89286,4.859155,0
1376,0.530505,14344,4,0
1377,0.581891,14525.34111,4.9716,0
1378,0.437063,14202.4,4.565854,0
1379,0.580193,14575,5,0
1380,0.498946,14904.25,4,0
1381,0.514508,14708,4,0
1382,0.584704,14994.33333,3,0
1383,0.730084,14873.5,5,0
1384,0.586443,14334.73077,4.034483,1
1385,0.497448,15074.4,5,0
1386,0.556981,15047.01724,4.413793,1
1387,0.715266,14550.24292,4.632258,0
1388,0.557882,14028.32306,4.967494,0
1389,0.62475,14895,5,0
1390,0.693025,14842.5,5,0
1391,0.43754,14872.11111,4.921569,1
1392,0.667647,15085,5,0
1393,0.638491,13881,4.5,0
1394,0.556073,14840.33333,3.666667,1
1395,0.585995,14608.49778,4.463768,0
1396,0.662308,14108.70787,4.765625,0
1397,0.507465,14593.06452,4.97619,1
1398,0.422313,14562.25393,4.497561,0
1399,0.531821,15230.83333,5,0
1400,0.689948,14166.5,5,0
1401,0.473636,15611.57051,4.661202,0
1402,0.611785,14742.64835,4.704918,1
1403,0.628627,14122.82353,4.978723,0
1404,0.515757,15304.43773,5.131377,1
1405,0.694957,14463,5,0
1406,0.498161,14585.16981,4.60587,1
1407,0.537944,13997,3,0
1408,0.512356,14743.90244,4.302326,0
1409,0.552297,14831.33149,4.79235,0
1410,0.693615,15036,5,0
1411,0.608402,14199,3.666667,0
1412,0.627269,14884,5,0
1413,0.565447,14048.33066,4.728916,0
1414,0.485122,14616.52941,4.965217,1
1415,0.439677,14765.44828,5,1
1416,0.640735,15013.07692,4.846154,0
1417,0.592378,15059,5,1
1418,0.4549,15525.12281,4.789474,1
1419,0.604311,15014,5,1
1420,0.346843,14639,4.454545,0
1421,0.601497,15009.57143,5,0
1422,0.560956,15239.67105,4.842105,1
1423,0.538924,14437,5,0
1424,0.612132,14942,5,0
1425,0.525522,14595,4,0
1426,0.107733,13529,4,0
1427,0.655175,14376.5,5,0
1428,0.512581,14968.46154,6.605263,1
1429,0.608109,14914,5,0
1430,0.48487,14778,5,0
1431,0.576319,14402.81818,5,0
1432,0.598852,14008.64103,4.647059,0
1433,0.510007,14693.92593,4.928571,0
1434,0.590911,14496.96315,4.521951,0
1435,0.661676,14903.16667,4.444444,0
1436,0.624277,14047.5,5,0
1437,0.565181,14474,3,0
1438,0.444737,14512.5,4.766667,0
1439,0.522018,14898.28571,4.571429,1
1440,0.497411,14970,4.982609,1
1441,0.424597,14625.3,5,0
1442,0.559443,14559,3,0
1443,0.67826,14275.5,4.611111,0
1444,0.630598,14251.42857,4.925926,0
1445,0.577605,14008.41096,4.56422,0
1446,0.503219,14799.92857,5,0
1447,0.397542,14830.15385,4.901408,1
1448,0.595116,15046.27907,4.44186,0
1449,0.611117,13744.70588,4.837838,0
1450,0.477123,14806.66667,5,0
1451,0.518275,14296,4,0
1452,0.613768,14605.67442,4.348837,0
1453,0.493361,14665.76,5,0
1454,0.665191,14961,5,0
1455,0.550787,15414.14815,5,0
1456,0.509795,14025,4.952381,0
1457,0.657333,14159.5,5,0
1458,0.569094,14642.98088,4.749147,1
1459,0.381003,13928.125,5,0
1460,0.380665,14305,4.583333,0
1461,0.654341,14737.5,5,0
1462,0.61962,13772.85,5,0
1463,0.648648,13805.8,4.492901,0
1464,0.397402,14310.875,4.495122,0
1465,0.524378,14653,3,0
1466,0.531785,14597.12651,5.127119,1
1467,0.450029,13960.5,4.5,0
1468,0.619883,14769.5,4.428571,0
1469,0.499378,14412.65152,5,0
1470,0.596466,14885.63904,4.682594,0
1471,0.544405,14725.58537,4.292754,1
1472,0.550225,14209.6875,4.627907,0
1473,0.486723,14859.70175,5,1
1474,0.630026,14395.87719,4.548246,0
1475,0.564047,14433.8,4,0
1476,0.53404,14537.59381,4.913873,1
1477,0.573438,14607,5,1
1478,0.664314,14833,3,1
1479,0.597775,14598.75758,5,0
1480,0.589115,14747.73684,5,0
1481,0.569935,14842.5,5,1
1482,0.495828,14707.17778,4.887324,1
1483,0.465678,14964.31579,4.811634,0
1484,0.592345,13823.86111,4.878378,0
1485,0.731455,14306.15942,4.490323,0
1486,0.517156,14248.10767,4.93801,0
1487,0.544498,14395.5,5,0
1488,0.51038,13810.33333,4,0
1489,0.572929,15069.5,5,0
1490,0.644146,13736.18182,4.955375,0
1491,0.537729,14245,3,0
1492,0.487793,15003.57143,5,1
1493,0.591245,14661.5,5,0
1494,0.455108,14685.66667,5,0
1495,0.640565,14594.08696,5,0
1496,0.698979,14582,3,0
1497,0.625392,14394,3.5,0
1498,0.491819,13948.58407,4.796814,0
1499,0.734367,14699.40282,4.393548,0
1500,0.491522,14737.75,4.5,0
1501,0.45781,14920.18523,4.960739,0
1502,0.700522,14479,5,0
1503,0.492228,14557.35473,4.933116,0
1504,0.613427,14502.25,5,0
1505,0.541733,13932,3,1
1506,0.577552,14541,5,0
1507,0.543825,14581.0625,4,0
1508,0.695167,14588.75,5,0
1509,0.498083,13872.5,4.5,0
1510,0.495896,14576,5,0
1511,0.608029,14708,4,0
1512,0.572598,14916.5,5,0
1513,0.4691,15412.83707,4.9624,1
1514,0.513233,14709,5,0
1515,0.438729,15076.47949,4.639024,1
1516,0.634151,14861,5,0
1517,0.482798,14352,4.684211,1
1518,0.627471,14745.63793,3.724138,0
1519,0.498767,15209.76316,4.302326,1
1520,0.499673,14500.6083,4.489396,0
1521,0.652113,14679.98338,5,0
1522,0.508305,14775.58333,4.583333,0
1523,0.550215,14841,5,0
1524,0.662867,14942.97656,4.78125,0
1525,0.614596,14902.98644,4.714608,1
1526,0.503601,14306,4.590164,0
1527,0.514351,14632.65,4.853181,0
1528,0.60981,14607.89254,4.304348,0
1529,0.380013,14651.16667,4.75,0
1530,0.634391,14968.57831,4.489458,0
1531,0.55267,14439.3,5,1
1532,0.466786,14452,4.950924,1
1533,0.580518,15017,5,1
1534,0.52424,15225.61765,5,0
1535,0.6688,14647,5,0
1536,0.434761,14408.48,5,0
1537,0.413685,14962.24242,4.887324,1
1538,0.453973,14853,5,0
1539,0.620742,14531.25,5,0
1540,0.5313,14707.5,4.692308,0
1541,0.437328,15179.58255,4.761295,1
1542,0.544892,14586,5,0
1543,0.375129,14974.98551,5,1
1544,0.509763,14835.92308,4.982906,0
1545,0.385044,15158.73077,4.746479,1
1546,0.408542,14362.83333,4.137615,0
1547,0.600845,14785,5,0
1548,0.620853,14903,5,0
1549,0.542951,15102.5,4,0
1550,0.674177,13984,3,0
1551,0.489113,14564.33333,4.402516,0
1552,0.468736,14995.13333,4.698113,0
1553,0.500885,15299.64286,3.428571,1
1554,0.652732,14622.57518,4.762799,0
1555,0.505385,14239.30435,5,0
1556,0.508948,14632.25,3.953488,0
1557,0.638942,14553.57456,4.95614,0
1558,0.499729,14619,5,0
1559,0.57405,14341,5,1
1560,0.626413,14713,3,0
1561,0.686766,14999,5,0
1562,0.43043,14829.53036,4.458065,1
